Scale ID,Chain Scale,Affiliation Name,Aff Parent Company Name,
3,Upscale Chains,SarovaAFF,Sarova Hotels Ltd,
5,Midscale Chains,Sarovar Portico,Groupe du Louvre,
4,Upper Midscale Chains,Sarovar Premiere,Groupe du Louvre,
3,Upscale Chains,Sawridge Inns,Sawridge Inns & Conf Center,
3,Upscale Chains,Scandic Hotel,Scandic Hotels,
5,Midscale Chains,Scenic Hotel Group,Scenic Hotel Group,
4,Upper Midscale Chains,Scholars Hotels,Scholarly Hotel Investment Group,
6,Economy Chains,Scottish Inns,"Hospitality International, Inc.",
5,Midscale Chains,Sea Hotels,Sea Hotels,
4,Upper Midscale Chains,Seasons Apartment Hotel Grp,Seasons Apartment Hotel Group,
1,Luxury Chains,Secrets Resorts & Spas,AMResorts,
5,Midscale Chains,Sejours & Affaires,Sejours & Affaires,
6,Economy Chains,Select Inn,"Advantage Hotels, Inc",
5,Midscale Chains,Selina,Selina Limited,
2,Upper Upscale Chains,Senator Hotels & Resorts,Grupo Hoteles Playa S.A.,
2,Upper Upscale Chains,Serena Hotels,Serena Hotels,
3,Upscale Chains,Shama,Onyx Hospitality Group,
1,Luxury Chains,Shangri-La Hotel,Shangri-La Asia Limited,
1,Luxury Chains,Shaza Hotels,Shaza Hotels,
6,Economy Chains,Shepherd Neame,Shepherd Neame Ltd,
2,Upper Upscale Chains,Sheraton Hotel,Marriott International,
4,Upper Midscale Chains,Shilo Inn,Shilo Inns,
6,Economy Chains,Shindom Inn,Beijing Tourism Group,
4,Upper Midscale Chains,Shuguang International,Shuguang Hotel Group,
6,Economy Chains,Siegel Select,The Siegel Group,
6,Economy Chains,Siegel Suite,The Siegel Group,
5,Midscale Chains,Signature Inn,RLH Corporation,
5,Midscale Chains,Silka Hotels,Far East Consortium International Ltd,
4,Upper Midscale Chains,Silken Hoteles,Hoteles Silken,
2,Upper Upscale Chains,Silver Cloud,Silver Cloud Inns & Hotels,
1,Luxury Chains,Six Senses,IHG Hotels & Resorts,
1,Luxury Chains,Sixty Hotels,Sixty Hotels,
2,Upper Upscale Chains,SKYCITY Entertainment,SKYCITY Entertainment Group,
2,Upper Upscale Chains,SKYCITY Grand,SKYCITY Entertainment Group,
2,Upper Upscale Chains,Skyline Worldwide,Skyline Worldwide Accommodations Ltd,
5,Midscale Chains,Skytel,Grand Skylight Hotel Management,
5,Midscale Chains,Sleep Inn,"Choice Hotels International, Inc.",
5,Midscale Chains,Sleeperz Hotels,Sleeperz Hotels,
5,Midscale Chains,Smile Hotels,"Hospitality Operations Co., Ltd.",
1,Luxury Chains,Sofitel Luxury Hotels,Accor Hotels,
5,Midscale Chains,Soho Boutique Hotels,Soho Boutique Hotels,
5,Midscale Chains,Sol,Meli¨¢ Hotels,
4,Upper Midscale Chains,Sol Y Mar,Sol Y Mar,
3,Upscale Chains,Solo Sokos Hotel,Sokos Hotels,
3,Upscale Chains,Soluxe Hotel,Soluxe International,
4,Upper Midscale Chains,Somerset Hotels,The Ascott Group,
4,Upper Midscale Chains,Sonesta ES Suites,Sonesta,
3,Upscale Chains,Sonesta Hotel,Sonesta,
3,Upscale Chains,Sonesta Select,Sonesta,
5,Midscale Chains,Sonesta Simply Suites,Sonesta,
5,Midscale Chains,Sorat Hotels,SORAT Hotels,
5,Midscale Chains,Sorea Hotel,Sorea Hotel Chain,
5,Midscale Chains,Sotetsu Fresa Inn,"Sotetsu Hotel Management CO., LTD.",
3,Upscale Chains,Southern Sun - Sun Hotels,Tsogo Sun Hotels,
4,Upper Midscale Chains,Spar Hotel,Spar Hotel,
2,Upper Upscale Chains,Spires Serviced Apartments AF,Spires Serviced Apartments,
6,Economy Chains,SPOT ON OYO,Oyo Rooms,
3,Upscale Chains,SpringHill Suites,Marriott International,
6,Economy Chains,St Austell Brewery,St.Austell Brewery Company Ltd,
2,Upper Upscale Chains,St. Giles Hotels,St Giles Hotels LLC,
1,Luxury Chains,St Regis,Marriott International,
3,Upscale Chains,Stamford Hotels & Resorts,Stamford Land Corporation Ltd,
2,Upper Upscale Chains,Starhotels,Starhotels S.P.A.,
4,Upper Midscale Chains,Starlight,Starlight Suiten Hotel,
5,Midscale Chains,Starway,Huazhu Hotels Group,
6,Economy Chains,Stay Hotels,Inter Risco Private Equity 2,
5,Midscale Chains,stayAPT Suites,LG AS Franchisor,
3,Upscale Chains,Staybridge Suites,IHG Hotels & Resorts,
3,Upscale Chains,StayCity Serviced Apartment,StayCity,
5,Midscale Chains,StayEasy by Southern Sun,Tsogo Sun Hotels,
2,Upper Upscale Chains,Steigenberger Hotels,Deutsche Hospitality,
3,Upscale Chains,Stoney Creek,Stoney Creek Hospitality,
6,Economy Chains,Strathmore Hotels,Strathmore Hotels Ltd,
6,Economy Chains,Studio 6,G6 Hospitality,
6,Economy Chains,Suburban Extended Stay Hotels,"Choice Hotels International, Inc.",
3,Upscale Chains,Sudima Hotels,Sudima Hotels,
6,Economy Chains,Sun 1,Tsogo Sun Hotels,
3,Upscale Chains,Sun International,Sun International,
5,Midscale Chains,Sun Maris Hotels,Sun Maris Hotels,
6,Economy Chains,Sundowner,Next Story Group,
4,Upper Midscale Chains,Sunroute,"Sotetsu Hotel Management CO., LTD.",
2,Upper Upscale Chains,Sunscape Resorts & Spas,AMResorts,
3,Upscale Chains,Sunstar Hotel,Sunstar Hotels,
6,Economy Chains,Super 8,Wyndham Hotels & Resorts,
5,Midscale Chains,Super Hotel,SuperHotel,
6,Economy Chains,SureStay,Best Western Hotels & Resorts,
6,Economy Chains,SureStay Collection,Best Western Hotels & Resorts,
6,Economy Chains,SureStay Plus,Best Western Hotels & Resorts,
4,Upper Midscale Chains,Sweden Hotels,Fenix Hospitality Sweden AB,
5,Midscale Chains,Swiss Inn,Swiss Inn Hotels & Resorts,
4,Upper Midscale Chains,Swiss-Belhotel,Swiss-Belhotel International,
6,Economy Chains,Swiss-Belinn,Swiss-Belhotel International,
4,Upper Midscale Chains,Swiss-Garden,Swiss-Garden International,
2,Upper Upscale Chains,Swissotel,Accor Hotels,
1,Luxury Chains,Taj Group,The Indian Hotels Company Limited,
4,Upper Midscale Chains,Talbot Hotels,The Talbot Hotels,
4,Upper Midscale Chains,Tanoa Hotel Group,Reddy Group,
3,Upscale Chains,Tapestry Collection by Hilton,Hilton Worldwide,
2,Upper Upscale Chains,THB Hotels,THB Hotels,
4,Upper Midscale Chains,THE 1O1 Hotels & Resorts,Panorama Group,
4,Upper Midscale Chains,the b,the b hotels,
4,Upper Midscale Chains,The Chifley,Next Story Group,
4,Upper Midscale Chains,The Fern Hotels & Resorts,Concept Hospitality,
5,Midscale Chains,The Fern Residency,Concept Hospitality,
3,Upscale Chains,The Gateway,The Indian Hotels Company Limited,
2,Upper Upscale Chains,The Guild,The Guild,
2,Upper Upscale Chains,The Hoxton,Ennismore,
2,Upper Upscale Chains,The LaLit Group,The LaLiT,
2,Upper Upscale Chains,The Marmara,The Marmara Collection,
5,Midscale Chains,The Mosaic Collection,Onyx Hospitality Group,
3,Upscale Chains,the niu hotels,Novum Management GmbH,
3,Upscale Chains,The Park Hotels,Apeejay Surrendra Park Hotels Limited,
1,Luxury Chains,The Peninsula Hotel,The Peninsula Hotels,
1,Luxury Chains,The Postcard,The Postcard Hotels & Resorts,
3,Upscale Chains,The Pride Hotel,Pride Hotels & Resorts,
1,Luxury Chains,The Prince,Prince Hotels & Resorts,
4,Upper Midscale Chains,The Qube Hotels,Greenland International Hotels Group,
4,Upper Midscale Chains,The Red Collection,Westmont Hospitality Group,
2,Upper Upscale Chains,The Sebel,Accor Hotels,
3,Upscale Chains,The Three Corners,The Three Corners,
3,Upscale Chains,The Triton,The Triton Empire Hotel,
1,Luxury Chains,The Unbound Collection,Hyatt,
3,Upscale Chains,Thistle Hotels,Guoman Hotels Ltd.,
1,Luxury Chains,Thompson Hotel,Hyatt,
3,Upscale Chains,Thon Hotels,Olav Thon Group,
4,Upper Midscale Chains,Tierra Viva Hotels,Tierra Viva Hotels,
3,Upscale Chains,TIME Hotels LLC,TIME Hotels LLC,
2,Upper Upscale Chains,Time Hotels,Dream Hotel Group,
5,Midscale Chains,Timhotel Hotels,Timhotel SAS,
2,Upper Upscale Chains,Tivoli Hotels & Resorts,Minor International,
2,Upper Upscale Chains,Tokyu Hotel,Tokyu Hotels,
4,Upper Midscale Chains,Tokyu REI Hotels,Tokyu Hotels,
3,Upscale Chains,"Tokyu Stay Co., Ltd.","Tokyu Stay Co., Ltd.",
1,Luxury Chains,Tonino Lamborghini Hotels & Resorts,Tonino Lamborghini,
5,Midscale Chains,Town Lodge,City Lodge Hotels,
4,Upper Midscale Chains,TownePlace Suites,Marriott International,
6,Economy Chains,Toyoko Inn,"Toyoko Inn Co., Ltd.",
4,Upper Midscale Chains,Trademark Collection by Wyndham,Wyndham Hotels & Resorts,
3,Upscale Chains,Traders Hotel,Shangri-La Asia Limited,
3,Upscale Chains,Transamerica,Transamerica Hospitality Group,
3,Upscale Chains,Travel Inn Hotel,Travel Inn Hotels,
6,Economy Chains,Travelodge,Wyndham Hotels & Resorts,
5,Midscale Chains,"Travelodge, AUS",Toga Far East Hotels,
5,Midscale Chains,Travelodge Hotels Asia,Travelodge Hotels Asia,
6,Economy Chains,"Travelodge, UK",Travelodge UK,
6,Economy Chains,Treebo Hotels,Treebo Hotels,
5,Midscale Chains,Trend by Treebo,Treebo Hotels,
6,Economy Chains,Trip by Treebo,Treebo Hotels,
5,Midscale Chains,Tryst by Treebo,Treebo Hotels,
5,Midscale Chains,TRH Hoteles,TRH Hoteles,
5,Midscale Chains,TRIBE Hotels,Accor Hotels,
2,Upper Upscale Chains,Tribute Portfolio,Marriott International,
2,Upper Upscale Chains,Trident Hotel,The Oberoi Group,
5,Midscale Chains,Tru by Hilton,Hilton Worldwide,
1,Luxury Chains,Trump International,Trump Organization,
4,Upper Midscale Chains,Tryp by Wyndham,Wyndham Hotels & Resorts,
3,Upscale Chains,Tsokkos Hotel,Tsokkos Hotels,
2,Upper Upscale Chains,TUI BLUE Hotels,Tui Group,
1,Luxury Chains,TUI MAGIC LIFE Hotels,Tui Group,
2,Upper Upscale Chains,TUI SENSATORI HOTELS,Tui Group,
2,Upper Upscale Chains,TUI SUNEO HOTELS,Tui Group,
5,Midscale Chains,Tulip Inn Hotel,Groupe du Louvre,
6,Economy Chains,Tune Hotels,Tune Hotel,
5,Midscale Chains,Turim Hotel,Turim Hotels Group,
2,Upper Upscale Chains,U Hotels & Resorts,Absolute Hotel Services Group,
3,Upscale Chains,UNA Hotels & Resorts,Gruppo UNA SpA,
4,Upper Midscale Chains,UNAWAY Hotels,Gruppo UNA SpA,
4,Upper Midscale Chains,UNIZO,"Unizo Holdings Company, Limited",
2,Upper Upscale Chains,Unscripted,Dream Hotel Group,
5,Midscale Chains,Uptown Suites,InTown Suites,
4,Upper Midscale Chains,UrCove by Hyatt,Hyatt,
3,Upscale Chains,Vacation Condos by Outrigger,Outrigger Hotels and Resorts,
5,Midscale Chains,Vagabond Inn,Vagabond Inn Hotels,
1,Luxury Chains,Valencia Hotel Group,Valencia Hotel Group,
4,Upper Midscale Chains,Valentin Hotels,Valentin Hotel Group,
4,Upper Midscale Chains,Van der Valk Hotels,Van der Valk Hotels,
3,Upscale Chains,Vertice Hotele,Vertice Hoteles,
5,Midscale Chains,Via Inn,JR-West Hotels,
3,Upscale Chains,Vib,Best Western Hotels & Resorts,
4,Upper Midscale Chains,Vibe Hotels,Toga Far East Hotels,
1,Luxury Chains,Viceroy,Viceroy Hotel Group,
3,Upscale Chains,Victor's Residenz Hotel,Victor's Residenz-Hotel,
2,Upper Upscale Chains,Vida Hotels & Resorts,Emaar Hospitality Group,
5,Midscale Chains,Vienna Hotel,Vienna Hotels Group,
6,Economy Chains,Vienna 3Hao,Vienna Hotels Group,
3,Upscale Chains,Vienna House,Vienna International Hotels & Resorts,
5,Midscale Chains,Vienna House Easy,Vienna International Hotels & Resorts,
5,Midscale Chains,Vienna International,Vienna Hotels Group,
5,Midscale Chains,Vienna Zhihao,Vienna Hotels Group,
4,Upper Midscale Chains,View Hotels,Nippon Hotel Company Ltd,
4,Upper Midscale Chains,Vila Gale,Vila Gal¨¦,
4,Upper Midscale Chains,Village Hotel Club AF,Village Hotels & Leisure Ltd,
2,Upper Upscale Chains,VincciHoteles,Vincci Hoteles,
3,Upscale Chains,Vinpearl Discovery AF,Vinpearl Joint Stock Company,
2,Upper Upscale Chains,Vinpearl Hotel & Resort AF,Vinpearl Joint Stock Company,
5,Midscale Chains,VIP Hotels,VIP Hotels,
2,Upper Upscale Chains,Virgin Hotels,Virgin Group,
6,Economy Chains,VISIONAPARTMENTS,VISIONAPARTMENTS,
5,Midscale Chains,Vista,"Advantage Hotels, Inc",
3,Upscale Chains,Vista Hotels,Hotel Vista,
4,Upper Midscale Chains,VITS,VITS Hotels,
2,Upper Upscale Chains,Vivanta,The Indian Hotels Company Limited,
3,Upscale Chains,voco AF,IHG Hotels & Resorts,
3,Upscale Chains,Vondel Hotels,Arjen van den Hof,
1,Luxury Chains,W Hotel,Marriott International,
5,Midscale Chains,Wadworth,"Wadworth & Company, Ltd",
3,Upscale Chains,Waldorf Apartment Group,Daiwa House Group,
1,Luxury Chains,Waldorf Astoria,Hilton Worldwide,
3,Upscale Chains,Wanda JIN,Wanda Hotels & Resorts,
3,Upscale Chains,Wanda Realm,Wanda Hotels & Resorts,
1,Luxury Chains,Wanda Reign,Wanda Hotels & Resorts,
2,Upper Upscale Chains,Wanda Vista,Wanda Hotels & Resorts,
4,Upper Midscale Chains,Warner Leisure Hotels,Bourne Leisure Group,
2,Upper Upscale Chains,Warwick Hotels,Warwick Hotels and Resorts,
5,Midscale Chains,Washington Hotels,Fujita Kanko Group,
4,Upper Midscale Chains,Washington Hotel Plaza,Washington Hotel Corporation,
6,Economy Chains,Wei Bo Inns & Hotel,Weibo Inns & Hotels,
4,Upper Midscale Chains,Wei Select AF,Zhongwei Hotel Group,
4,Upper Midscale Chains,Welcome Hotels,Welcome Hotels,
3,Upscale Chains,WelcomHotel,ITC Hotels Ltd,
2,Upper Upscale Chains,West London Apartments,West London Apartments,
2,Upper Upscale Chains,Westin,Marriott International,
3,Upscale Chains,Westmark,Westmark Hotels & Inns,
6,Economy Chains,Wetherspoon,JD Wetherspoon PLC,
2,Upper Upscale Chains,Wilde Aparthotels by StayCity,StayCity,
5,Midscale Chains,Wingate by Wyndham,Wyndham Hotels & Resorts,
6,Economy Chains,WoodSpring Suites,"Choice Hotels International, Inc.",
3,Upscale Chains,Worldhotel,Worldhotels,
3,Upscale Chains,Wyndham Hotels,Wyndham Hotels & Resorts,
4,Upper Midscale Chains,Wyndham Garden Hotel,Wyndham Hotels & Resorts,
2,Upper Upscale Chains,Wyndham Grand Hotels,Wyndham Hotels & Resorts,
3,Upscale Chains,Wyndham Vacation Resort,"Wyndham Destinations, Inc",
6,Economy Chains,Y Hotels,"Jiangsu Hanyue Hotel Management Co., Ltd.",
1,Luxury Chains,Yadis Hotels,Yadis Hotels,
4,Upper Midscale Chains,Yiho Hotels,Xiamen C&D Tourism & Hotels,
3,Upscale Chains,Yotel,Yotel,
5,Midscale Chains,Yotel QQ,Home Inns Group,
5,Midscale Chains,YotelAir,Yotel,
3,Upscale Chains,Young's Hotels,"Young's & Co.'s Brewery, P.L.C.",
6,Economy Chains,Z Hotels,Z Hotels ZHH Ltd,
3,Upscale Chains,Zabeel House by Jumeirah AF,Jumeirah Group,
4,Upper Midscale Chains,Zenit Hoteles,Zenit Hoteles,
6,Economy Chains,Zest Hotels,Swiss-Belhotel International,
6,Economy Chains,Zhongan Inn,Zhong An Inn,
3,Upscale Chains,Zhongwei AF,Zhongwei Hotel Group,
6,Economy Chains,ZIP by Premier Inn,Whitbread Group,
6,Economy Chains,Zleep Hotels,Zleep Hotels,
1,Luxury Chains,Zoetry Wellness & Spa Resorts,AMResorts,
4,Upper Midscale Chains,Zone by The Park,Apeejay Surrendra Park Hotels Limited,
